gold_usd_open,gold_usd_high,gold_usd_low,gold_usd_close,gold_usd_volume,usdinr_open,usdinr_high,usdinr_low,usdinr_close,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,is_month_start,is_month_end,days_to_diwali,is_near_diwali,gold_lag_1,gold_lag_2,gold_lag_3,gold_lag_5,gold_lag_7,gold_lag_14,gold_ma_3,gold_ma_7,gold_ma_14,gold_ma_30,gold_return_1d,gold_return_3d,gold_return_7d,gold_volatility_7,gold_volatility_14,gold_volatility_30,gold_usd_return_1d,usdinr_return_1d,gold_usd_return_3d,usdinr_return_3d,gold_usd_return_7d,usdinr_return_7d,gold_usd_volatility_7,usdinr_volatility_7,gold_usd_volatility_14,usdinr_volatility_14,gold_inr_proxy
3681.39990234375,3698.60009765625,3681.39990234375,3688.89990234375,373.0,88.12349700927734,88.15509796142578,87.97969818115234,88.12349700927734,1.0,16.0,9.0,3.0,259.0,38.0,0.0,0.0,418.0,0.0,109557.0,109774.0,109160.0,109309.0,106392.0,125230.5,109497.0,108769.78571428572,125244.10714285714,125778.0,-0.1976788674913909,0.031957049725162,3.504081324162956,0.6840518698771091,1.1438796325544844,1.3619883727957376,0.1819551154396803,-0.1742248209742558,1.4297891444988498,0.079609507912215,2.095094436922129,-0.0786963585308164,0.380724678278857,0.2046585177072192,1.3288659829409537,0.34879579568678176,325078.75951171294
3669.0,3685.199951171875,3661.60009765625,3681.800048828125,183.0,87.88459777832031,87.91310119628906,87.7157974243164,87.88459777832031,2.0,17.0,9.0,3.0,260.0,38.0,0.0,0.0,417.0,0.0,110704.5,109557.0,109774.0,109522.0,107674.5,125230.5,110011.83333333331,109385.85714285714,125244.10714285714,125778.0,1.0473999835701964,1.4148955661414495,4.053406271148208,0.7154791724074457,1.1438796325544844,1.3619883727957376,-0.1924653339363868,-0.2710959495080822,0.8878212131141483,-0.4339114584139159,1.201175063875448,-0.3421216212299627,0.375264499969008,0.2269308354321704,1.3288659829409537,0.34879579568678176,323573.51639145985
3654.60009765625,3667.39990234375,3637.0,3643.699951171875,80.0,87.91069793701172,88.28880310058594,87.80690002441406,87.91069793701172,3.0,18.0,9.0,3.0,261.0,38.0,0.0,0.0,416.0,0.0,109852.0,110704.5,109557.0,109160.0,109309.0,125230.5,110037.83333333331,109696.92857142857,125244.10714285714,125778.0,-0.770068064080498,0.0710550767941464,2.022298687247215,0.8074198755374139,1.1438796325544844,1.3619883727957376,-1.0348225637178965,0.029698217152041,-1.0455705966686324,-0.4152823489574797,0.0109763768668669,-0.0793372749046561,0.5917148544442381,0.2125851661550751,1.3288659829409537,0.34879579568678176,320320.20578057505
3659.0,3685.89990234375,3658.199951171875,3671.5,211.0,88.20690155029297,88.32949829101562,88.0625991821289,88.20690155029297,4.0,19.0,9.0,3.0,262.0,38.0,0.0,0.0,415.0,0.0,109715.5,109852.0,110704.5,109774.0,109522.0,125230.5,110090.66666666669,109755.0,125244.10714285714,125778.0,-0.1242580927065528,0.1446735489288642,0.371881546807673,0.6037796460279828,1.1438796325544844,1.3619883727957376,0.7629620770278844,0.3369369374060404,-0.4716826914358596,0.0946450649897068,0.7657235041160781,-0.012920579343556,0.6578746749806509,0.2282091872825155,1.3288659829409537,0.34879579568678176,323851.63904190063
3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,88.09919738769531,88.33670043945312,88.09919738769531,88.09919738769531,0.0,22.0,9.0,3.0,265.0,39.0,0.0,0.0,412.0,0.0,109824.0,109715.5,109852.0,109557.0,109160.0,104543.0,109797.16666666669,109798.14285714286,108407.5,125778.0,0.098892134657369,-0.7953606221969278,0.2757436862000251,0.6011478479403692,1.1438796325544844,1.3619883727957376,1.884786903768898,-0.122104008535262,1.5997583128529058,0.2441834118832808,2.85408044255584,0.0520130470175184,0.9169942492209482,0.2206261192610642,0.8130661204724282,0.1921161321615958,329552.66336643323
3747.0,3786.0,3740.0,3780.60009765625,627.0,88.30439758300781,88.80809783935547,88.23500061035156,88.30439758300781,1.0,23.0,9.0,3.0,266.0,39.0,0.0,0.0,411.0,0.0,111661.0,109824.0,109715.5,110704.5,109774.0,105829.5,110400.16666666669,110155.42857142857,108915.92857142857,125778.0,1.6726762820512775,1.6467610967483504,2.291132282887509,0.8286317581787538,0.7546518836970257,1.3619883727957376,1.0666492101799152,0.2329194832609848,3.7571739802654713,0.4478404281105685,3.5951169732930444,0.0416875154664264,0.9489102142120528,0.2188118610729319,0.8006590838489612,0.201193510547186,333843.61412579566
3769.800048828125,3772.5,3732.10009765625,3732.10009765625,588.0,88.80799865722656,88.9312973022461,88.67250061035156,88.80799865722656,2.0,24.0,9.0,3.0,267.0,39.0,0.0,0.0,410.0,0.0,113906.0,111661.0,109824.0,109852.0,109557.0,105848.0,111797.0,110745.71428571428,109492.82142857143,125778.0,2.010549789093785,3.8194238735639097,3.764097145043444,1.0487240275874468,0.8388742554971963,1.3619883727957376,-1.2828651205417652,0.5703012398055929,1.6505542055358813,0.6814626705721638,1.3551721021693552,0.6011745893630183,1.1390432568605624,0.3057269994539431,0.8664830135458441,0.2485600145442663,331440.3404612914
3742.800048828125,3756.0,3724.699951171875,3736.89990234375,1899.0,88.77860260009766,88.80039978027344,88.59010314941406,88.77860260009766,3.0,25.0,9.0,3.0,268.0,39.0,0.0,0.0,409.0,0.0,113814.0,113906.0,111661.0,109715.5,110704.5,106392.0,113127.0,111353.85714285714,110061.82142857143,125778.0,-0.0807683528523561,3.633085664335667,3.885648566499622,1.035984423894683,0.843887144423312,1.3619883727957376,0.1286086804186847,-0.0331006863946603,-0.1015865714365737,0.7711820681095549,1.3012009344439912,0.7433949094772574,1.139347142504197,0.289948120907136,0.817987387326124,0.2486700783260248,331756.7513865195
3775.300048828125,3775.300048828125,3775.300048828125,3775.300048828125,19308.0,88.77310180664062,88.77909851074219,88.61430358886719,88.77310180664062,4.0,26.0,9.0,3.0,269.0,39.0,0.0,0.0,408.0,0.0,113290.5,113814.0,113906.0,109824.0,109852.0,107674.5,113670.16666666669,111723.28571428572,110554.57142857143,125778.0,-0.4599609889820222,1.4593277867832155,2.3359484031814315,1.071565129981401,0.8838780912668451,1.3619883727957376,1.0275936601965352,-0.0061960802444804,-0.1401906758509263,0.5307824258607541,2.539518679993491,1.010989468895862,1.1640669310187617,0.2465305289930341,0.8369421679153629,0.2486483968812193,335145.09558523446
3754.800048828125,3827.60009765625,3754.800048828125,3820.89990234375,8860.0,88.67680358886719,88.79399871826172,88.5875015258789,88.67680358886719,0.0,29.0,9.0,3.0,272.0,40.0,0.0,0.0,405.0,0.0,113280.5,113290.5,113814.0,111661.0,109715.5,109309.0,113461.66666666669,112213.07142857143,110955.0,125778.0,-0.0088268654476753,-0.5491370077081115,3.1210173688235088,0.97496322982517,0.8637480334422123,1.3619883727957376,1.2078471360118748,-0.1084767973785427,2.3793521707326626,-0.1477288874234705,4.863187242266887,0.8714589575939735,1.0135767318308655,0.2622447763779342,0.8723434983222403,0.2398751141915495,338825.19017285854
3827.5,3865.5,3793.39990234375,3840.800048828125,1611.0,88.70449829101562,88.87529754638672,88.64579772949219,88.70449829101562,1.0,30.0,9.0,3.0,273.0,40.0,0.0,1.0,404.0,0.0,115373.0,113280.5,113290.5,113906.0,109824.0,109522.0,113981.33333333331,113021.28571428572,111388.14285714286,125778.0,1.847184643429367,1.369778761839502,5.156518449991121,1.0641061869362538,0.9011717923182654,1.3619883727957376,0.5208235492420998,0.0312310559555495,2.780383451513102,-0.0834709118095022,4.611195664663614,0.5641244981708704,1.0146072314566783,0.2458814612421166,0.8679092429984439,0.23186793300468,340696.24136740714
3863.5,3891.89990234375,3853.300048828125,3867.5,1778.0,88.8406982421875,88.8541030883789,88.6323013305664,88.8406982421875,2.0,1.0,10.0,4.0,274.0,40.0,1.0,0.0,403.0,0.0,116669.0,115373.0,113280.5,113814.0,111661.0,109160.0,115107.5,113999.14285714286,111898.64285714286,125778.0,1.123313080183408,2.982156491497512,6.232699592074598,1.0335428597132783,0.919668600620436,1.3619883727957376,0.6951663932628138,0.1535434547242919,2.4421886996900843,0.0761451770538768,3.389741237823718,0.8416658454095671,0.861482047510299,0.2295263295776376,0.8556335222456728,0.2240128881744551,343591.40045166016
3855.199951171875,3886.800048828125,3853.699951171875,3880.800048828125,392.0,88.72019958496094,88.7957992553711,88.6635971069336,88.72019958496094,4.0,3.0,10.0,4.0,276.0,40.0,0.0,0.0,401.0,0.0,116959.0,116669.0,115373.0,113290.5,113906.0,109774.0,116333.66666666669,114756.0,112455.71428571428,125778.0,0.2485664572422941,3.2472490852353264,4.744718388694347,0.9888708333040472,0.8942205296685284,1.3619883727957376,0.343892665239176,-0.1356345229278521,1.5676973491933754,0.0489372579270508,2.6503715966677666,0.4708734936584191,0.8219326911352243,0.2412850935273817,0.8556317893506967,0.2235553797715577,344305.3548813574
3931.300048828125,3960.0,3926.800048828125,3948.5,1267.0,88.73509979248047,88.87969970703125,88.69200134277344,88.73509979248047,0.0,6.0,10.0,4.0,279.0,41.0,0.0,0.0,398.0,0.0,116893.5,116959.0,116669.0,113280.5,113814.0,109557.0,116840.5,115182.78571428572,112964.25,125778.0,-0.0560025308013911,1.317899335199746,2.622776675504368,0.8145793950314987,0.9059806605144451,1.3619883727957376,1.744484392910639,0.0167946055004808,2.8041020048605647,0.0344982521229608,5.798341327437839,-0.0820859222686265,0.5563646918151429,0.0958942246264637,0.9178394280038008,0.2235092294826119,350370.5415306092
3959.39990234375,3981.5,3940.0,3976.60009765625,2903.0,88.72109985351562,88.77249908447266,88.68180084228516,88.72109985351562,1.0,7.0,10.0,4.0,280.0,41.0,0.0,0.0,397.0,0.0,119154.0,116893.5,116959.0,115373.0,113290.5,110704.5,117668.83333333331,115945.64285714286,113649.75,125778.0,1.9338115464076375,2.1299574008519784,4.691865675575935,0.968696037780184,0.965264737760551,1.3619883727957376,0.7116651299544197,-0.0157772279487877,2.820946287168713,-0.1346211714206013,6.414413058325752,-0.0647709525695594,0.4751007714992258,0.0954722250162921,0.9144588159519216,0.2158615048643947,352808.33434166014
3987.199951171875,4049.199951171875,3987.199951171875,4043.300048828125,2179.0,88.74259948730469,88.91950225830078,88.71910095214844,88.74259948730469,2.0,8.0,10.0,4.0,281.0,41.0,0.0,0.0,396.0,0.0,119954.0,119154.0,116893.5,116669.0,113280.5,109852.0,118667.16666666669,116897.57142857143,114310.42857142857,125778.0,0.6714000369270057,2.560726408399528,5.881781791059271,0.8357214352340857,0.9572329123853158,1.3619883727957376,1.677311007742199,0.0242328305493977,4.187280920310998,0.0252478042751747,7.098773515582924,-0.0343598665757727,0.5613911751518412,0.096321627283919,0.9352830968923712,0.1957168627112891,358812.9568401538
4011.199951171875,4046.199951171875,3940.0,3946.300048828125,3130.0,88.7771987915039,88.86080169677734,88.70439910888672,88.7771987915039,3.0,9.0,10.0,4.0,282.0,41.0,0.0,0.0,395.0,0.0,121948.5,119954.0,119154.0,116959.0,115373.0,109715.5,120352.16666666669,118135.85714285714,115174.46428571428,125778.0,1.662720709605359,4.324449178098022,7.6518023843468175,0.7963840979787299,0.9132939038146598,1.3619883727957376,-2.399030465921359,0.03898838257963,-0.0557161243985082,0.047443457123375,3.281953196613552,0.1132147287380647,1.3808711940463303,0.0853908786074727,1.1690181544956868,0.1955868822086271,350341.463925736
3957.0,4012.0,3945.5,3975.89990234375,1697.0,88.86540222167969,88.8656005859375,88.4928970336914,88.86540222167969,4.0,10.0,10.0,4.0,283.0,41.0,0.0,0.0,394.0,0.0,122599.5,121948.5,119954.0,116893.5,116669.0,109824.0,121500.66666666669,119168.21428571428,116094.75,125778.0,0.533831904451465,2.8916360340399905,6.263597202118354,0.7326061660479618,0.8810460252194136,1.3619883727957376,0.7500659643053353,0.0993536982203391,-0.0176078885305241,0.1626471813382712,3.517492496305441,0.1813932030100495,1.384972654789823,0.0910820860364318,1.1688661422754785,0.1803849762921565,353319.94401491433
4016.0,4111.0,4016.0,4108.60009765625,1697.0,88.7573013305664,88.80269622802734,88.56159973144531,88.7573013305664,0.0,13.0,10.0,4.0,286.0,42.0,0.0,0.0,391.0,0.0,121185.0,122599.5,121948.5,119154.0,116959.0,111661.0,121911.0,119813.35714285714,116906.25,125778.0,-1.1537567445217944,1.026226720242751,3.870779727262597,1.0431488182848756,1.011632814064917,1.3619883727957376,3.33761408918456,-0.1216456443235536,1.6150186243796272,0.0165668386396866,6.234003817873313,-0.0938724180147065,1.7563015745837212,0.0860716085162123,1.3451151304312488,0.1803507311927024,364668.2569144704
4131.7001953125,4160.10009765625,4085.800048828125,4138.7001953125,2424.0,88.66510009765625,88.81790161132812,88.60079956054688,88.66510009765625,1.0,14.0,10.0,4.0,287.0,42.0,0.0,0.0,390.0,0.0,123962.0,121185.0,122599.5,119954.0,116893.5,113906.0,122582.16666666669,120813.78571428572,117784.89285714286,125778.0,2.291537731567428,1.65110681968208,5.98756829316256,1.2165733571612292,1.0688222479433656,1.3619883727957376,0.7326120075161535,-0.1038801670712796,4.875456607550888,-0.1262696901610072,6.6455406936580586,-0.062104782859429,1.7425857550510504,0.0791098888730701,1.3406978820152622,0.1769830714466689,366958.2670915723
4145.0,4210.60009765625,4145.0,4176.89990234375,3287.0,88.78250122070312,88.78269958496094,87.95980072021484,88.78250122070312,2.0,15.0,10.0,4.0,288.0,42.0,0.0,0.0,389.0,0.0,125917.0,123962.0,121185.0,121948.5,119154.0,113814.0,123688.0,122102.85714285714,118642.82142857143,113475.71666666666,1.5770962069021175,2.705965358749429,7.719419813762096,1.1717607862552286,1.035395630536032,1.3619883727957376,0.9229880210824382,0.1324096210544745,5.055459265498929,-0.0932882751937147,5.7844726438837535,0.0534190284718238,1.706379395970048,0.0956876778482775,1.219329383688722,0.0925796316824331,370835.6206785888
4198.7998046875,4307.0,4196.60009765625,4280.2001953125,4705.0,87.80950164794922,88.00150299072266,87.53189849853516,87.80950164794922,3.0,16.0,10.0,4.0,289.0,42.0,0.0,0.0,388.0,0.0,126538.0,125917.0,123962.0,122599.5,119954.0,113290.5,125472.33333333331,123157.71428571428,119551.67857142857,114208.88333333332,0.493182016725302,4.417213351487392,6.1970223408362335,1.1209495101819535,1.012200507645177,0.9044404256146336,2.4731330743833717,-1.0959362029406503,4.176607447245573,-1.0678554534766849,7.63466504552941,-1.0274874940363832,1.814371008314268,0.4292733032420918,1.2775089113760467,0.307150802883313,375842.2461038456
4354.7001953125,4358.0,4182.2001953125,4189.89990234375,4060.0,87.9906997680664,88.09400177001953,87.689697265625,87.9906997680664,4.0,17.0,10.0,4.0,290.0,42.0,0.0,0.0,387.0,0.0,127359.0,126538.0,125917.0,121185.0,121948.5,113280.5,126604.66666666669,124215.57142857143,120556.57142857143,114926.53333333334,0.648816956171272,2.740355915522508,6.173199726561851,1.1216419294583695,0.9505156039159166,0.8976058615930752,-2.1097212477968474,0.2063536595887427,1.2370963011343328,-0.7606153140830574,3.625747576119509,-0.847281602727723,2.1389144525748423,0.4465277140570253,1.5208591659877708,0.3160920838988974,368672.22436537966
4244.10009765625,4356.60009765625,4214.60009765625,4336.39990234375,1750.0,88.0022964477539,88.01129913330078,87.49960327148438,88.0022964477539,0.0,20.0,10.0,4.0,293.0,43.0,0.0,0.0,384.0,0.0,130229.0,127359.0,126538.0,123962.0,122599.5,115373.0,128042.0,125398.5,121767.17857142857,115739.23333333334,2.253472467591622,3.424478029177957,6.790161420599672,1.2103987630314097,0.9860557188579676,0.9375338852743482,3.4965035779983777,0.0131794379611305,3.818621554959956,-0.8787821498852821,9.885205095630468,-0.8728618995626158,1.945476021861407,0.4450944038744669,1.6868973204344162,0.3164102576521861,381613.1497220658
4109.7001953125,4148.5,4006.0,4044.39990234375,1237.0,88.00160217285156,87.99810028076172,87.61039733886719,88.00160217285156,2.0,22.0,10.0,4.0,295.0,43.0,0.0,0.0,382.0,0.0,127181.5,130229.0,127359.0,125917.0,121185.0,116669.0,128256.5,126053.07142857143,122610.64285714286,116432.21666666666,-2.3401085779665043,0.5085428883023324,3.737372501519176,1.744386121275722,1.29707246414126,1.089327864850825,-6.7336963051350285,-0.0007889281647965,-5.509094953712424,0.2187696334646327,1.7228803964511208,-0.9720318900637293,3.6519879361878766,0.4382643137115893,2.65549961156196,0.3158615952857981,355913.6712339744
4078.39990234375,4136.7998046875,4070.699951171875,4125.5,354.0,87.74030303955078,88.03109741210938,87.71610260009766,87.74030303955078,3.0,23.0,10.0,4.0,296.0,43.0,0.0,0.0,381.0,0.0,123659.0,127181.5,130229.0,126538.0,123962.0,116959.0,127023.16666666669,126406.5,123109.92857142857,116965.03333333334,-2.769663826893065,-2.905173564490926,2.041506787143632,2.0802576799154675,1.5859209609926284,1.244202988326625,2.005244278866991,-0.2969254273206712,-1.5370272284482511,-0.2845718117660656,0.4113299406625303,-1.1458193024908805,3.498967715925176,0.4421234221760389,2.6894503848888074,0.3157803436359327,361972.6201896668
4117.5,4120.60009765625,4074.89990234375,4118.39990234375,123.0,87.77899932861328,87.8582992553711,87.63600158691406,87.77899932861328,4.0,24.0,10.0,4.0,297.0,43.0,0.0,0.0,380.0,0.0,123590.5,123659.0,127181.5,127359.0,125917.0,116893.5,124810.33333333331,126353.42857142857,123583.60714285714,117441.08333333331,-0.0553942697256171,-5.097558915448941,-0.2996886142527577,1.887435550782652,1.5906430516441914,1.2315985298255565,-0.1721027186098678,0.0441032088127846,-5.027211625066563,-0.2537401046950993,-0.4904992391510321,-0.9993794267045496,3.488936504481003,0.4489433617762348,2.6952342384828536,0.3173672242727248,361509.022262793
4060.0,4078.60009765625,3971.300048828125,4001.89990234375,220.0,87.8290023803711,88.31719970703125,87.70939636230469,87.8290023803711,0.0,27.0,10.0,4.0,300.0,44.0,0.0,0.0,377.0,0.0,121968.5,123590.5,123659.0,130229.0,126538.0,119154.0,123072.66666666669,125789.35714285714,123946.10714285714,117855.96666666666,-1.3123986066890247,-4.098866580438187,-3.135795801996555,1.7915492084998466,1.6529654149702464,1.271103834415818,-2.828768520844726,0.0569647092587777,-1.0508357488430151,-0.1961325569294181,-4.189710170018768,-1.0739715903720026,3.6066874691193447,0.4420965833511802,2.8025540591849345,0.3184473541996942,351482.87604895607
3929.699951171875,3966.199951171875,3923.60009765625,3966.199951171875,219.0,88.22209930419922,88.41649627685547,88.15979766845703,88.22209930419922,1.0,28.0,10.0,4.0,301.0,44.0,0.0,0.0,376.0,0.0,121739.5,121968.5,123590.5,127181.5,127359.0,119954.0,122432.83333333331,125103.85714285714,124130.78571428572,118275.28333333334,-0.1877533953438814,-1.552252565522927,-3.792141491093581,1.750430647205958,1.5893389521503671,1.2686661457887445,-0.8920750654199727,0.4475707490399383,-3.861351322945705,0.5491162532585081,-7.336111158644054,0.469878143602509,3.3513774443958213,0.2253929577680096,2.809854216221198,0.347576607323024,349906.48595259525
3983.699951171875,3983.699951171875,3983.699951171875,3983.699951171875,1344.0,88.22550201416016,88.45020294189453,88.13819885253906,88.22550201416016,2.0,29.0,10.0,4.0,302.0,44.0,0.0,0.0,375.0,0.0,118603.5,121739.5,121968.5,123659.0,130229.0,121948.5,120770.5,123853.07142857143,124034.32142857143,118569.6,-2.575992180023734,-4.035099785177665,-6.874661390243331,1.809513369319466,1.739644188923254,1.3771785741899225,0.4412283852413878,0.0038569814000855,-3.27068653763366,0.5086668667471761,-4.92135745430412,0.2668489359814785,3.353540921065026,0.2174112797778811,2.772901135756753,0.3473308089829701,351463.928065924
3960.0,4027.199951171875,3913.699951171875,4001.300048828125,935.0,88.34559631347656,88.7511978149414,88.29679870605469,88.34559631347656,3.0,30.0,10.0,4.0,303.0,44.0,0.0,0.0,374.0,0.0,119990.0,118603.5,121739.5,123590.5,127181.5,122599.5,120111.0,122390.35714285714,123894.42857142857,118917.36666666668,1.1690211503033288,-1.622140142741768,-7.86230409509403,1.5056208407750085,1.7065791825410903,1.3838524478604926,0.441802793181556,0.1361219789909773,-0.0149892183778477,0.5881814880102976,-7.727604950237854,0.3901033036410206,2.887509692022936,0.2199961020471373,2.6921000476585486,0.3500149840505395,353497.2388428636
4034.5,4034.5,3976.60009765625,3982.199951171875,559.0,88.6344985961914,88.9115982055664,88.5636978149414,88.6344985961914,4.0,31.0,10.0,4.0,304.0,44.0,0.0,1.0,373.0,0.0,119436.0,119990.0,118603.5,121968.5,123659.0,121185.0,119343.16666666669,121283.85714285714,123668.46428571428,119208.41666666669,-0.4617051420951701,-1.8921549702438425,-6.090115307650878,1.4240003278986015,1.6987701480119723,1.383662592584626,-0.4773472977074977,0.3270137899004322,0.4034088093635368,0.4674557681632496,-1.5379278180634337,0.7191873871758903,1.4805583189274412,0.2399184786648754,2.690451403103924,0.3617891572371066,352960.29598189704
