date,gold_999_am,gold_999_pm,gold_999_average,source,gold_usd_open,gold_usd_high,gold_usd_low,gold_usd_close,gold_usd_volume,usdinr_open,usdinr_high,usdinr_low,usdinr_close,target_gold_999
2026-08-06,148361,148440,148400.5,IBJA,4297.0,4297.0,4228.0,4242.0,3101.0,95.07730102539062,95.32630157470705,94.99479675292967,95.07730102539062,148400.5
2026-08-07,149020,149621,149320.5,IBJA,4277.0,4371.5,4274.0,4340.7001953125,422.0,95.31189727783205,95.40350341796876,95.00340270996094,95.31189727783205,149320.5
2026-08-10,151061,150641,150851.0,IBJA,4336.10009765625,4390.10009765625,4336.10009765625,4361.7998046875,1303.0,95.21029663085938,95.4041976928711,95.01609802246094,95.21029663085938,150851.0
2026-08-11,152490,152803,152646.5,IBJA,4408.60009765625,4408.60009765625,4365.10009765625,4383.0,204.0,95.39669799804688,95.44249725341795,95.28630065917967,95.39669799804688,152646.5
2026-08-12,152961,153419,153190.0,IBJA,4406.5,4434.0,4406.2998046875,4408.89990234375,660.0,95.37989807128906,95.46890258789062,95.2227020263672,95.37989807128906,153190.0
2026-08-13,152447,153071,152759.0,IBJA,4403.5,4445.0,4350.0,4363.60009765625,1491.0,95.34449768066406,95.47029876708984,95.2957000732422,95.34429931640624,152759.0
2026-08-14,151493,152363,151928.0,IBJA,4322.10009765625,4397.10009765625,4315.0,4380.39990234375,673.0,95.40119934082033,95.64739990234376,95.32589721679688,95.40119934082033,151928.0
2026-08-17,154066,154167,154116.5,IBJA,4394.7998046875,4428.5,4386.5,4417.7998046875,716.0,95.45030212402344,95.69000244140624,95.06439971923828,95.45030212402344,154116.5
2026-08-18,154162,154080,154121.0,IBJA,4415.2001953125,4434.10009765625,4330.7001953125,4366.0,1283.0,95.69409942626952,95.83390045166016,95.60289764404295,95.69409942626952,154121.0
2026-08-19,152884,153868,153376.0,IBJA,4339.7998046875,4524.10009765625,4327.60009765625,4489.39990234375,1336.0,95.81639862060548,95.81639862060548,95.39910125732422,95.81639862060548,153376.0
2026-08-20,157387,157080,157233.5,IBJA,4506.7998046875,4530.0,4486.0,4516.2998046875,478.0,95.49600219726562,95.78359985351562,95.48639678955078,95.49600219726562,157233.5
2026-08-21,159499,160620,160059.5,IBJA,4560.0,4624.10009765625,4560.0,4624.10009765625,311.0,95.77220153808594,95.77359771728516,95.60669708251952,95.77220153808594,160059.5
2026-08-24,162603,162154,162378.5,IBJA,4638.0,4670.89990234375,4635.10009765625,4640.7998046875,1202.0,95.70030212402344,95.78949737548828,95.06400299072266,95.70030212402344,162378.5
2026-08-25,162344,162041,162192.5,IBJA,4630.5,4638.10009765625,4626.2001953125,4638.10009765625,321.0,95.7230987548828,95.78350067138672,95.20459747314452,95.7230987548828,162192.5
2026-08-26,161431,161337,161384.0,IBJA,4615.2998046875,4615.2998046875,4598.2001953125,4598.2001953125,1051.0,93.5460968017578,95.4124984741211,93.5460968017578,93.5460968017578,161384.0
2026-08-27,158477,158386,158431.5,IBJA,4609.7001953125,4609.7001953125,4609.7001953125,4609.7001953125,5558.0,95.4302978515625,95.57230377197266,95.1894989013672,95.4302978515625,158431.5
2026-08-28,158226,159578,158902.0,IBJA,4599.2998046875,4625.5,4451.7998046875,4478.10009765625,1758.0,95.47039794921876,95.61530303955078,95.31919860839844,95.47039794921876,158902.0
2026-08-31,155125,154504,154814.5,IBJA,4430.0,4466.89990234375,4410.89990234375,4431.10009765625,360.0,95.38030242919922,95.8678970336914,95.0718994140625,95.38030242919922,154814.5
2026-09-01,154798,153183,153990.5,IBJA,4402.0,4402.0,4329.10009765625,4348.0,360.0,95.1144027709961,95.2197036743164,94.72869873046876,95.1144027709961,153990.5
