date,source,gold_usd_open,gold_usd_high,gold_usd_low,gold_usd_close,gold_usd_volume,usdinr_open,usdinr_high,usdinr_low,usdinr_close,target_gold_999,day_of_week,day_of_month,month,quarter,day_of_year,week_of_year,is_month_start,is_month_end,days_to_diwali,is_near_diwali,gold_lag_1,gold_lag_2,gold_lag_3,gold_lag_5,gold_lag_7,gold_lag_14,gold_ma_3,gold_ma_7,gold_ma_14,gold_ma_30,gold_return_1d,gold_return_3d,gold_return_7d,gold_volatility_7,gold_volatility_14,gold_volatility_30,gold_usd_return_1d,usdinr_return_1d,gold_usd_return_3d,usdinr_return_3d,gold_usd_return_7d,usdinr_return_7d,gold_usd_volatility_7,usdinr_volatility_7,gold_usd_volatility_14,usdinr_volatility_14,gold_inr_proxy
2025-09-16,IBJA,3681.39990234375,3698.60009765625,3681.39990234375,3688.89990234375,373.0,88.12349700927734,88.15509796142578,87.97969818115234,88.12349700927734,110704.5,1,16,9,3,259,38,0,0,418,0,109557.0,109774.0,109160.0,109309.0,106392.0,,109497.0,108769.78571428571,,,-0.19767886749139096,0.031957049725162,3.5040813241629554,0.6840518698771091,,,0.18195511543968035,-0.17422482097425585,1.4297891444988498,0.079609507912215,2.095094436922129,-0.07869635853081647,0.38072467827885703,0.20465851770721924,,,325078.75951171294
2025-09-17,IBJA,3669.0,3685.199951171875,3661.60009765625,3681.800048828125,183.0,87.88459777832031,87.91310119628906,87.7157974243164,87.88459777832031,109852.0,2,17,9,3,260,38,0,0,417,0,110704.5,109557.0,109774.0,109522.0,107674.5,,110011.83333333333,109385.85714285714,,,1.0473999835701964,1.4148955661414497,4.053406271148208,0.7154791724074457,,,-0.19246533393638687,-0.27109594950808225,0.8878212131141483,-0.4339114584139159,1.2011750638754481,-0.3421216212299627,0.375264499969008,0.22693083543217046,,,323573.51639145985
2025-09-18,IBJA,3654.60009765625,3667.39990234375,3637.0,3643.699951171875,80.0,87.91069793701172,88.28880310058594,87.80690002441406,87.91069793701172,109715.5,3,18,9,3,261,38,0,0,416,0,109852.0,110704.5,109557.0,109160.0,109309.0,,110037.83333333333,109696.92857142857,,,-0.770068064080498,0.07105507679414647,2.022298687247215,0.8074198755374139,,,-1.0348225637178965,0.029698217152041018,-1.0455705966686324,-0.41528234895747973,0.010976376866866921,-0.07933727490465614,0.5917148544442381,0.21258516615507514,,,320320.20578057505
2025-09-19,IBJA,3659.0,3685.89990234375,3658.199951171875,3671.5,211.0,88.20690155029297,88.32949829101562,88.0625991821289,88.20690155029297,109824.0,4,19,9,3,262,38,0,0,415,0,109715.5,109852.0,110704.5,109774.0,109522.0,,110090.66666666667,109755.0,,,-0.12425809270655286,0.1446735489288642,0.37188154680767305,0.6037796460279828,,,0.7629620770278844,0.33693693740604047,-0.4716826914358596,0.09464506498970682,0.7657235041160781,-0.01292057934355606,0.6578746749806509,0.22820918728251555,,,323851.63904190063
2025-09-22,IBJA,3688.199951171875,3748.199951171875,3688.0,3740.699951171875,410.0,88.09919738769531,88.33670043945312,88.09919738769531,88.09919738769531,111661.0,0,22,9,3,265,39,0,0,412,0,109824.0,109715.5,109852.0,109557.0,109160.0,104543.0,109797.16666666667,109798.14285714286,108407.5,,0.09889213465736901,-0.7953606221969278,0.2757436862000251,0.6011478479403692,,,1.884786903768898,-0.12210400853526204,1.5997583128529058,0.24418341188328085,2.8540804425558397,0.05201304701751841,0.9169942492209482,0.22062611926106424,0.8130661204724282,0.19211613216159582,329552.66336643323
2025-09-23,IBJA,3747.0,3786.0,3740.0,3780.60009765625,627.0,88.30439758300781,88.80809783935547,88.23500061035156,88.30439758300781,113906.0,1,23,9,3,266,39,0,0,411,0,111661.0,109824.0,109715.5,110704.5,109774.0,105829.5,110400.16666666667,110155.42857142857,108915.92857142857,,1.6726762820512775,1.6467610967483504,2.291132282887509,0.8286317581787538,0.7546518836970257,,1.0666492101799152,0.23291948326098488,3.7571739802654713,0.44784042811056857,3.5951169732930444,0.04168751546642646,0.9489102142120527,0.21881186107293196,0.8006590838489612,0.20119351054718604,333843.61412579566
2025-09-24,IBJA,3769.800048828125,3772.5,3732.10009765625,3732.10009765625,588.0,88.80799865722656,88.9312973022461,88.67250061035156,88.80799865722656,113814.0,2,24,9,3,267,39,0,0,410,0,113906.0,111661.0,109824.0,109852.0,109557.0,105848.0,111797.0,110745.71428571429,109492.82142857143,,2.010549789093785,3.8194238735639097,3.7640971450434435,1.0487240275874468,0.8388742554971963,,-1.2828651205417652,0.5703012398055929,1.6505542055358813,0.6814626705721638,1.3551721021693552,0.6011745893630183,1.1390432568605624,0.3057269994539431,0.8664830135458441,0.2485600145442663,331440.3404612914
2025-09-25,IBJA,3742.800048828125,3756.0,3724.699951171875,3736.89990234375,1899.0,88.77860260009766,88.80039978027344,88.59010314941406,88.77860260009766,113290.5,3,25,9,3,268,39,0,0,409,0,113814.0,113906.0,111661.0,109715.5,110704.5,106392.0,113127.0,111353.85714285714,110061.82142857143,,-0.08076835285235617,3.633085664335667,3.885648566499622,1.035984423894683,0.843887144423312,,0.12860868041868478,-0.03310068639466035,-0.10158657143657379,0.7711820681095549,1.3012009344439912,0.7433949094772574,1.139347142504197,0.28994812090713606,0.817987387326124,0.2486700783260248,331756.7513865195
2025-09-26,IBJA,3775.300048828125,3775.300048828125,3775.300048828125,3775.300048828125,19308.0,88.77310180664062,88.77909851074219,88.61430358886719,88.77310180664062,113280.5,4,26,9,3,269,39,0,0,408,0,113290.5,113814.0,113906.0,109824.0,109852.0,107674.5,113670.16666666667,111723.28571428571,110554.57142857143,,-0.4599609889820222,1.4593277867832155,2.3359484031814315,1.071565129981401,0.8838780912668451,,1.0275936601965352,-0.006196080244480484,-0.14019067585092637,0.5307824258607541,2.539518679993491,1.010989468895862,1.1640669310187615,0.24653052899303415,0.8369421679153629,0.2486483968812193,335145.09558523446
2025-09-29,IBJA,3754.800048828125,3827.60009765625,3754.800048828125,3820.89990234375,8860.0,88.67680358886719,88.79399871826172,88.5875015258789,88.67680358886719,115373.0,0,29,9,3,272,40,0,0,405,0,113280.5,113290.5,113814.0,111661.0,109715.5,109309.0,113461.66666666667,112213.07142857143,110955.0,,-0.008826865447675303,-0.5491370077081115,3.1210173688235088,0.9749632298251699,0.8637480334422123,,1.2078471360118748,-0.10847679737854277,2.3793521707326626,-0.14772888742347057,4.8631872422668865,0.8714589575939735,1.0135767318308655,0.2622447763779342,0.8723434983222403,0.23987511419154955,338825.19017285854
2025-09-30,IBJA,3827.5,3865.5,3793.39990234375,3840.800048828125,1611.0,88.70449829101562,88.87529754638672,88.64579772949219,88.70449829101562,116669.0,1,30,9,3,273,40,0,1,404,0,115373.0,113280.5,113290.5,113906.0,109824.0,109522.0,113981.33333333333,113021.28571428571,111388.14285714286,,1.847184643429367,1.3697787618395019,5.156518449991121,1.0641061869362538,0.9011717923182654,,0.5208235492420998,0.031231055955549536,2.780383451513102,-0.08347091180950228,4.611195664663614,0.5641244981708704,1.0146072314566783,0.24588146124211666,0.8679092429984439,0.23186793300468,340696.24136740714
2025-10-01,IBJA,3863.5,3891.89990234375,3853.300048828125,3867.5,1778.0,88.8406982421875,88.8541030883789,88.6323013305664,88.8406982421875,116959.0,2,1,10,4,274,40,1,0,403,0,116669.0,115373.0,113280.5,113814.0,111661.0,109160.0,115107.5,113999.14285714286,111898.64285714286,,1.123313080183408,2.982156491497512,6.232699592074598,1.0335428597132783,0.9196686006204359,,0.6951663932628138,0.15354345472429198,2.4421886996900843,0.0761451770538768,3.389741237823718,0.8416658454095671,0.861482047510299,0.22952632957763766,0.8556335222456728,0.22401288817445517,343591.40045166016
2025-10-03,IBJA,3855.199951171875,3886.800048828125,3853.699951171875,3880.800048828125,392.0,88.72019958496094,88.7957992553711,88.6635971069336,88.72019958496094,116893.5,4,3,10,4,276,40,0,0,401,0,116959.0,116669.0,115373.0,113290.5,113906.0,109774.0,116333.66666666667,114756.0,112455.71428571429,,0.2485664572422941,3.2472490852353264,4.744718388694347,0.9888708333040472,0.8942205296685284,,0.34389266523917605,-0.13563452292785216,1.5676973491933754,0.04893725792705084,2.6503715966677666,0.47087349365841913,0.8219326911352243,0.2412850935273817,0.8556317893506967,0.22355537977155776,344305.3548813574
2025-10-06,IBJA,3931.300048828125,3960.0,3926.800048828125,3948.5,1267.0,88.73509979248047,88.87969970703125,88.69200134277344,88.73509979248047,119154.0,0,6,10,4,279,41,0,0,398,0,116893.5,116959.0,116669.0,113280.5,113814.0,109557.0,116840.5,115182.78571428571,112964.25,,-0.05600253080139117,1.317899335199746,2.622776675504368,0.8145793950314987,0.9059806605144453,,1.744484392910639,0.01679460550048084,2.8041020048605647,0.03449825212296087,5.798341327437839,-0.08208592226862654,0.5563646918151429,0.09589422462646373,0.9178394280038008,0.22350922948261198,350370.54153060913
